"","X","address","bedroom","bathroom","carspace","soldprice","landareas","yearsold","CBD_Distance","latitute","longitude","distanceSchool","agency","schoolName","Suburb","position"
"9884",9919,"21 Moombara Crescent Port Hacking NSW 2229",4,2,2,2150000,645,2021,23.08,-34.0688798,151.121944,NA," Therese Beale Real Estate ",NA,"Port Hacking","South"
"9885",9920,"26 Shiprock Road Port Hacking NSW 2229",4,2,3,2930000,891,2021,22.88,-34.0687269,151.1277967,NA," One Agency Cronulla ",NA,"Port Hacking","South"
"9886",9921,"63 Turriell Point Road Port Hacking NSW 2229",4,4,4,2120000,720,2021,22.82,-34.0661741,151.1210416,NA," Markey Signature Property ",NA,"Port Hacking","South"
"9887",9922,"2 Tamba Place Port Hacking NSW 2229",4,3,1,2400000,619,2020,22.94,-34.0673101,151.1211346,NA," McGrath ",NA,"Port Hacking","South"
"9888",9923,"56 Turriell Point Road Port Hacking NSW 2229",5,2,2,1600000,759,2020,22.98,-34.0682306,151.1230124,NA," Samrani Property Group ",NA,"Port Hacking","South"
"9889",9924,"23 Bass Street Port Hacking NSW 2229",2,1,2,1415000,992,2020,22.76,-34.0662542,151.1231941,NA," Highland Property Agents",NA,"Port Hacking","South"
"9890",9925,"60 Turriell Point Road Port Hacking NSW 2229",4,2,2,1670000,759,2020,22.96,-34.0693829,151.1259671,NA," Pulse Property Agents ",NA,"Port Hacking","South"
"9891",9926,"14 Turriell Point Road Port Hacking NSW 2229",3,1,1,1575000,803,2020,22.87,-34.0680207,151.1226963,NA," Samrani Property Group ",NA,"Port Hacking","South"
"9892",9927,"23 Moombara Crescent Port Hacking NSW 2229",4,2,2,1975000,923,2020,23.06,-34.0685921,151.1279295,NA," Highland Property Agents",NA,"Port Hacking","South"
"9893",9928,"88 Turriell Point Road Port Hacking NSW 2229",5,5,6,1700000,885,2020,22.91,-34.0653727,151.1196498,NA," LLOCATION ",NA,"Port Hacking","South"
"9894",9929,"8 Sandbar Place Port Hacking NSW 2229",4,3,2,1725000,882,2020,22.97,-34.0686679,151.1218371,NA," Highland Property Agents ",NA,"Port Hacking","South"
"9895",9930,"24 Bass Street Port Hacking NSW 2229",3,2,2,1540000,663,2020,22.83,-34.0653788,151.1214185,NA," Payne Pacific Estate Agents ",NA,"Port Hacking","South"
"9896",9931,"27 Gow Avenue Port Hacking NSW 2229",4,4,3,3615000,923,2020,23.1,-34.0682884,151.1231605,NA," Ray White Cronulla ",NA,"Port Hacking","South"
"9897",9932,"7 Mookara Place Port Hacking NSW 2229",3,2,2,1516000,739,2019,22.75,-34.0669569,151.1210019,NA," McGrath Estate Agents ",NA,"Port Hacking","South"
"9898",9933,"26 Bass Street Port Hacking NSW 2229",6,2,1,1980000,677,2019,22.83,-34.0687066,151.1249772,NA," Payne Pacific Estate Agents ",NA,"Port Hacking","South"
"9899",9934,"35A Turriell Point Road Port Hacking NSW 2229",4,3,2,1860000,666,2019,22.89,-34.0700491,151.1256597,NA," Highland Property Agents",NA,"Port Hacking","South"
"9900",9935,"695 Port Hacking Road Port Hacking NSW 2229",4,3,1,2000000,1124,2019,22.73,-34.0675228,151.1232779,NA," McGrath Estate Agents ",NA,"Port Hacking","South"
"9901",9936,"9 Bass Street Port Hacking NSW 2229",4,3,2,2150000,860,2018,22.76,-34.065962,151.123922,NA," Greg Gilbert Real Estate ",NA,"Port Hacking","South"
"9902",9937,"2 Tamba Place Port Hacking NSW 2229",3,2,2,1525000,619,2018,22.94,-34.066115,151.12441,NA," Laing & Simmons ",NA,"Port Hacking","South"
"9903",9938,"35A Turriell Point Road Port Hacking NSW 2229",4,3,2,1860000,503,2018,22.89,-34.064173,151.121629,NA," Laing & Simmons ",NA,"Port Hacking","South"
"9904",9939,"16 Turriell Point Road Port Hacking NSW 2229",4,3,2,1800000,607,2017,22.87,-34.067523,151.123278,NA," Highland Property Agents",NA,"Port Hacking","South"
"9905",9940,"4 Walker Road Port Hacking NSW 2229",3,1,1,1420000,695,2017,22.76,-34.068535,151.12609,NA," McGrath ",NA,"Port Hacking","South"
"9906",9941,"16 Moombara Crescent Port Hacking NSW 2229",3,2,2,1870000,702,2017,23.13,-34.068027,151.125666,NA," Purplebricks ",NA,"Port Hacking","South"
"9907",9942,"21 Bass Street Port Hacking NSW 2229",6,3,3,1675077,968,2017,22.76,-34.06611,151.12289,NA," Samrani Property Group ",NA,"Port Hacking","South"
"9908",9943,"635 Port Hacking Road Port Hacking NSW 2229",5,3,3,2600000,695,2017,22.66,-34.069516,151.122502,NA," Highland Property Agents",NA,"Port Hacking","South"
"9909",9944,"46 Turriell Point Road Port Hacking NSW 2229",4,2,3,1865000,1550,2017,23.03,-34.066302,151.123356,NA," Markey Signature Property ",NA,"Port Hacking","South"
"9910",9945,"32 Moombara Crescent Port Hacking NSW 2229",4,2,2,2500000,1018,2017,23.13,-34.064594,151.121108,NA," Gibson Partners Real Estate ",NA,"Port Hacking","South"
"9911",9946,"16 Moombara Crescent Port Hacking NSW 2229",3,2,2,1690000,701,2016,23.13,-34.064899,151.121461,NA," Payne Pacific Estate Agents ",NA,"Port Hacking","South"
"9912",9947,"1 Turriell Point Road Port Hacking NSW 2229",2,1,2,1332500,581,2016,22.8,-34.067067,151.12386,NA," Peter James Realty ",NA,"Port Hacking","South"
"9913",9948,"7 Gow Avenue Port Hacking NSW 2229",3,1,2,1650000,619,2016,22.95,-34.066861,151.125289,NA," Payne Pacific Estate Agents ",NA,"Port Hacking","South"
"9914",9949,"21 Moombara Crescent Port Hacking NSW 2229",3,1,2,1375000,645,2016,23.08,-34.069516,151.122502,NA," Therese Beale Real Estate ",NA,"Port Hacking","South"
"9915",9950,"594 Port hacking road Port Hacking NSW 2229",4,2,2,1555000,836,2015,22.58,-34.063778,151.121,NA," Raine & Horne ",NA,"Port Hacking","South"
"9916",9951,"5 Sandbar Place Port Hacking NSW 2229",5,3,4,1905000,880,2015,22.99,-34.068756,151.12439,NA," McGrath ",NA,"Port Hacking","South"
"9917",9952,"3 Apollo Place Port Hacking NSW 2229",3,2,3,1490000,1300,NA,22.9,-34.06934,151.12819,NA," Payne Pacific Estate Agents ",NA,"Port Hacking","South"
"9918",9953,"46 Spitfire Drive Raby NSW 2566",3,1,1,752500,594,2023,39.33,-34.0242512,150.8210292,0.52," First National Real Estate Pinnacle","Austral Public School ","Raby","South"
"9919",9954,"51 Hurricane Drive Raby NSW 2566",6,3,4,955000,569,2023,39.63,-34.0221706,150.8163256,0.53," Century 21 Property Care ","Austral Public School ","Raby","South"
"9920",9955,"54 Sopwith Avenue Raby NSW 2566",3,1,4,800000,612,2023,39.29,-34.0201195,150.8192546,0.55," Ray White ","Robert Townson Public School ","Raby","South"
"9921",9956,"40 Kittyhawk Crescent Raby NSW 2566",3,2,1,816000,612,2023,39.83,-34.0263656,150.8163044,0.06," Murray Kennedy Real Estate ","Austral Public School ","Raby","South"
"9922",9957,"18 Siddeley Place Raby NSW 2566",3,2,3,786000,577,2023,39.6,-34.0221689,150.8166813,0.53," Z Realty Group Pty Ltd ","Austral Public School ","Raby","South"
"9923",9958,"13 Convair Place Raby NSW 2566",4,2,2,900000,735,NA,39.45,-34.0198306,150.8215715,0.41," Prudential Real Estate ","Robert Townson Public School ","Raby","South"
"9924",9959,"50 Kittyhawk Crescent Raby NSW 2566",6,4,2,900000,615,2023,39.84,-34.0132985,150.8136932,0.15," Ray White ","Austral Public School ","Raby","South"
"9925",9960,"11 Neptune Street Raby NSW 2566",3,1,1,750000,662,2023,39.41,-34.0129736,150.8132014,0.57," Dougmal Real Estate ","Robert Townson Public School ","Raby","South"
"9926",9961,"23 Mirage Avenue Raby NSW 2566",3,1,2,781550,557,2023,39.81,-34.0256784,150.8157002,0.56," Peter Hunt Real Estate ","Minto Public School ","Raby","South"
"9927",9962,"17 Dakota Place Raby NSW 2566",4,2,2,814000,797,2023,40.14,-34.020582,150.8180342,0.65," Dougmal Real Estate ","Kearns Public School ","Raby","South"
"9928",9963,"16 Gladiator Street Raby NSW 2566",3,2,2,885000,597,2022,39.68,-34.0141987,150.8115275,0.54," Ray White ","Robert Townson Public School ","Raby","South"
"9929",9964,"134 Spitfire Drive Raby NSW 2566",7,3,NA,1030000,782,2022,38.74,-34.0151249,150.8231006,0.54," Ray White ","Robert Townson Public School ","Raby","South"
"9930",9965,"21 Mirage Avenue Raby NSW 2566",4,1,1,865000,871,2022,39.82,-34.0220165,150.8139514,0.58," Macarthur United Realty ","Minto Public School ","Raby","South"
"9931",9966,"34 McDonnell Street Raby NSW 2566",4,2,2,885000,683,2022,39.68,-34.012448,150.8105271,0.7," First National Michael Alexander ","Robert Townson Public School ","Raby","South"
"9932",9967,"21 Stuka Close Raby NSW 2566",4,2,2,955000,657,2022,39.42,-34.0195519,150.8142801,0.47," Dougmal Real Estate ","Robert Townson Public School ","Raby","South"
"9933",9968,"52 Thunderbolt Drive Raby NSW 2566",3,2,1,845000,599,2022,39.82,-34.0124924,150.8136287,0.61," Ozway Realty ","Robert Townson Public School ","Raby","South"
"9934",9969,"39 Lockheed Street Raby NSW 2566",3,1,2,845500,603,2022,39.42,-34.0147009,150.8146928,0.53," Ray White ","Austral Public School ","Raby","South"
"9935",9970,"8 Vulcan Place Raby NSW 2566",3,1,2,835000,840,2022,38.98,-34.0155292,150.8138874,0.71," Ray White ","Robert Townson Public School ","Raby","South"
"9936",9971,"13 Beaufighter Street Raby NSW 2566",3,1,1,770000,561,2022,39.38,-34.0157187,150.8105967,0.59," Dougmal Real Estate ","Robert Townson Public School ","Raby","South"
"9937",9972,"28 Northrop Street Raby NSW 2566",4,2,NA,820000,578,2022,39.68,-34.0149608,150.8118452,0.5," Murray Kennedy Real Estate ","Robert Townson Public School ","Raby","South"
"9938",9973,"35 Boomerang Crescent Raby NSW 2566",4,2,2,1000000,770,2022,39.07,-34.0110963,150.817096,0.49," Richardson & Wrench ","Robert Townson Public School ","Raby","South"
"9939",9974,"19 Liberator Street Raby NSW 2566",4,1,2,810000,560,2022,40.01,-34.0196007,150.8103492,0.43," Macarthur United Realty ","Kearns Public School ","Raby","South"
"9940",9975,"15 Stingray Close Raby NSW 2566",3,1,2,870000,674,2022,39.8,-34.0133817,150.8097009,0.73," Dougmal Real Estate ","Robert Townson Public School ","Raby","South"
"9941",9976,"31 Armstrong Street Raby NSW 2566",3,1,2,700000,652,2022,39.45,-34.0135988,150.8139249,0.37," Ray White ","Robert Townson Public School ","Raby","South"
"9942",9977,"3 Dakota Place Raby NSW 2566",5,2,2,1077000,849,2022,40.05,-34.0151394,150.8076407,0.69," Ray White ","Kearns Public School ","Raby","South"
"9943",9978,"1 Bristol Avenue Raby NSW 2566",3,2,2,875000,649,2022,39.21,-34.0210998,150.8207286,0.7," Elders ","Robert Townson Public School ","Raby","South"
"9944",9979,"8 Javelin Place Raby NSW 2566",3,1,2,725000,758,2022,39.21,-34.0199204,150.8200922,0.56," Ray White ","Robert Townson Public School ","Raby","South"
"9945",9980,"21 Beaufighter Street Raby NSW 2566",4,2,1,990000,685,2022,39.33,-34.0199945,150.8187151,0.52," Murray Kennedy Real Estate ","Robert Townson Public School ","Raby","South"
"9946",9981,"7 Mirage Place Raby NSW 2566",4,2,2,840000,580,2022,39.79,-34.0205534,150.8135759,0.66," Prestige Property Management Group ","Robert Townson Public School ","Raby","South"
"9947",9982,"24 Swordfish Avenue Raby NSW 2566",5,2,2,1040000,583,2022,39.44,-34.026242,150.8208517,0.41," Dougmal Real Estate ","Austral Public School ","Raby","South"
"9948",9983,"116 Lockheed Street Raby NSW 2566",4,1,2,836000,676,2022,39.78,-34.0280003,150.8178176,0.18," Starr Partners ","Austral Public School ","Raby","South"
"9949",9984,"130 Spitfire Drive Raby NSW 2566",4,2,2,901000,666,2022,38.77,-34.0154166,150.8228963,0.52," Prudential Real Estate ","Robert Townson Public School ","Raby","South"
"9950",9985,"8 Lightning Street Raby NSW 2566",4,1,1,865755,553,2022,39.6,-34.0279247,150.819917,0.34," Dougmal Real Estate ","Austral Public School ","Raby","South"
"9951",9986,"3 Comet Place Raby NSW 2566",3,2,1,895000,876,2022,39.58,-34.0281713,150.8202463,0.38," Highland Property Agents ","Austral Public School ","Raby","South"
"9952",9987,"93 Thunderbolt Drive Raby NSW 2566",3,1,1,810000,560,2022,39.29,-34.0148854,150.8164155,0.1," Century 21 Property Care ","Robert Townson Public School ","Raby","South"
"9953",9988,"7 Convair Place Raby NSW 2566",3,1,1,880000,733,2022,39.39,-34.0132602,150.8144439,0.36," Murray Kennedy Real Estate ","Robert Townson Public School ","Raby","South"
"9954",9989,"118 Lockheed Street Raby NSW 2566",3,1,2,758000,562,2022,39.76,-34.0279154,150.817977,0.18," My Property Consultants ","Austral Public School ","Raby","South"
"9955",9990,"31 Liberator Street Raby NSW 2566",4,2,3,934500,655,2022,40.03,-34.0187703,150.8097582,0.43," McGrath ","Kearns Public School ","Raby","South"
"9956",9991,"37 Thunderbolt Drive Raby NSW 2566",4,2,1,870000,581,2022,39.76,-34.0152091,150.8110058,0.58," Starr Partners ","Robert Townson Public School ","Raby","South"
"9957",9992,"6 Grumman Place Raby NSW 2566",3,2,2,950000,692,2022,39.93,-34.0192801,150.8111776,0.51," LJ Hooker Ingleburn ","Kearns Public School ","Raby","South"
"9958",9993,"95 Thunderbolt Drive Raby NSW 2566",4,1,1,810000,560,2022,39.28,-34.014821,150.8165824,0.09,"  ","Robert Townson Public School ","Raby","South"
"9959",9994,"16 Northrop Street Raby NSW 2566",4,2,2,905000,573,2022,39.78,-34.0149196,150.810619,0.61," Murray Kennedy Real Estate ","Robert Townson Public School ","Raby","South"
"9960",9995,"12 Harrier Avenue Raby NSW 2566",3,1,1,885000,613,2022,39.75,-34.0257718,150.8168957,0.13," Raine & Horne ","Austral Public School ","Raby","South"
"9961",9996,"89 Spitfire Drive Raby NSW 2566",3,1,2,797000,561,2022,39.13,-34.0215938,150.8219496,0.78," McGrath ","Austral Public School ","Raby","South"
"9962",9997,"23 Meteor Place Raby NSW 2566",3,2,5,981000,698,2022,39.95,-34.0219713,150.8124218,0.6," Dougmal Real Estate ","Minto Public School ","Raby","South"
"9963",9998,"112 Thunderbolt Drive Raby NSW 2566",5,2,2,1125000,802,2022,39.57,-34.0163471,150.8139175,0.32," Richardson & Wrench ","Robert Townson Public School ","Raby","South"
"9964",9999,"97 Boomerang Crescent Raby NSW 2566",3,1,1,775000,392,2022,39.22,-34.0135452,150.8166202,0.22," Ray White ","Robert Townson Public School ","Raby","South"
"9965",10000,"11 Liberator Street Raby NSW 2566",3,1,1,845000,560,2022,40,-34.0201354,150.8108184,0.45," Dougmal Real Estate ","Kearns Public School ","Raby","South"
"9966",10001,"30 Thunderbolt Drive Raby NSW 2566",3,1,1,740000,573,2022,39.92,-34.0157272,150.8094437,0.68," Prudential Real Estate ","Kearns Public School ","Raby","South"
"9967",10002,"24 Starfighter Avenue Raby NSW 2566",3,1,1,808500,635,2022,39.54,-34.0232599,150.8180462,0.43," Ray White ","Austral Public School ","Raby","South"
"9968",10003,"2B Clarkes Road Ramsgate NSW 2217",4,3,2,2090000,349,2023,13.56,-33.9834621,151.1420303,0.62," Raine & Horne ","Ramsgate Public School ","Ramsgate","South"
"9969",10004,"88 Margate Street Ramsgate NSW 2217",2,1,1,1450000,455,2022,13.74,-33.9839953,151.1408651,0.42," LJ Hooker ","Ramsgate Public School ","Ramsgate","South"
"9970",10005,"137 Ramsgate Road Ramsgate NSW 2217",2,1,2,1180000,461,2022,13.85,-33.9811323,151.1374354,0.53," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"9971",10006,"29 Clarkes Road Ramsgate NSW 2217",3,2,2,1825000,664,2022,13.55,-33.9841943,151.1403235,0.41," Raine & Horne ","Ramsgate Public School ","Ramsgate","South"
"9972",10007,"20 Dillon Street Ramsgate NSW 2217",5,4,2,3150000,460,2022,13.77,-33.984939,151.1395286,0.56," LJ Hooker ","Ramsgate Public School ","Ramsgate","South"
"9973",10008,"138 Ramsgate Road Ramsgate NSW 2217",4,2,3,2050000,455,2022,13.73,-33.9820691,151.1397158,0.36," McGrath ","Ramsgate Public School ","Ramsgate","South"
"9974",10009,"18 Dillon Street Ramsgate NSW 2217",5,4,2,3450000,460,2021,13.77,-33.9836492,151.1383426,0.57," LJ Hooker ","Ramsgate Public School ","Ramsgate","South"
"9975",10010,"13 Campbell Street Ramsgate NSW 2217",7,2,2,1475000,455,2021,13.71,-33.9807466,151.1375417,0.62," McGrath ","Ramsgate Public School ","Ramsgate","South"
"9976",10011,"29 Clarkes Road Ramsgate NSW 2217",3,1,1,1420000,663,2020,13.55,-33.9824538,151.1394501,0.41," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"9977",10012,"6 MacDonald Street Ramsgate NSW 2217",3,1,5,1300000,613,2020,13.61,-33.9812221,151.1379461,0.43," Complete Home Realty ","Ramsgate Public School ","Ramsgate","South"
"9978",10013,"134 Ramsgate Road Ramsgate NSW 2217",2,1,1,975000,460,2019,13.73,-33.9823559,151.1375239,0.37," Raine & Horne ","Ramsgate Public School ","Ramsgate","South"
"9979",10014,"14 Margate Street Ramsgate NSW 2217",2,1,2,1050000,670,2019,13.44,-33.9807269,151.1374041,0.57," Laing + Simmons ","Ramsgate Public School ","Ramsgate","South"
"9980",10015,"167 Ramsgate Road Ramsgate NSW 2217",4,3,2,2100000,455,2018,13.79,-33.984634,151.1416,0.42," LJ Hooker ","Ramsgate Public School ","Ramsgate","South"
"9981",10016,"20 Campbell Street Ramsgate NSW 2217",3,1,1,1105000,460,2018,13.72,-33.983086,151.13809,0.57," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"9982",10017,"22 Macdonald Street Ramsgate NSW 2217",3,1,NA,900000,455,2017,13.7,-33.98421,151.138342,0.47," Raine & Horne Bexley ","Ramsgate Public School ","Ramsgate","South"
"9983",10018,"171 Ramsgate Road Ramsgate NSW 2217",3,2,1,1210000,466,2017,13.79,-33.981919,151.139241,0.41," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"9984",10019,"11 Macdonald Street Ramsgate NSW 2217",3,3,2,1420000,455,2016,13.66,-33.983346,151.139271,0.51," McGrath ","Ramsgate Public School ","Ramsgate","South"
"9985",10020,"165 Ramsgate Road Ramsgate NSW 2217",3,1,1,1200000,460,2016,13.8,-33.980522,151.136923,0.43," Ray White Brighton","Ramsgate Public School ","Ramsgate","South"
"9986",10021,"11 Clarkes Road Ramsgate NSW 2217",3,2,2,1600000,664,2016,13.6,-33.983481,151.137171,0.54," LJ Hooker ","Ramsgate Public School ","Ramsgate","South"
"9987",10022,"64A Margate Street Ramsgate NSW 2217",2,2,2,1000000,460,2016,13.62,-33.98303,151.14055,0.35," Belle Property ","Ramsgate Public School ","Ramsgate","South"
"9988",10023,"167 Ramsgate Road Ramsgate NSW 2217",3,1,NA,945000,455,2015,13.79,-33.981256,151.138178,0.42," McGrath ","Ramsgate Public School ","Ramsgate","South"
"9989",10024,"23A Margate Street Ramsgate NSW 2217",4,1,2,963000,555,2014,13.49,-33.985234,151.141583,0.49," Raine & Horne ","Ramsgate Public School ","Ramsgate","South"
"9990",10025,"15 Macdonald Street Ramsgate NSW 2217",3,1,1,880000,460,2014,13.84,-33.985295,151.142009,0.57," HT Wills and Co ","Ramsgate Public School ","Ramsgate","South"
"9991",10026,"12 Margate Street Ramsgate NSW 2217",4,2,2,1151000,613,2014,13.44,-33.980175,151.13771,0.58," Raine & Horne ","Ramsgate Public School ","Ramsgate","South"
"9992",10027,"6 Florence Street Ramsgate NSW 2217",5,5,5,2300000,446,2014,13.33,-33.98276,151.14061,0.29," R&H Sans Souci","Ramsgate Public School ","Ramsgate","South"
"9993",10028,"4 Margate Street Ramsgate NSW 2217",3,1,NA,929000,684,2014,13.46,-33.982704,151.13867,0.64," H.T.Wills & Co Hurstville","Ramsgate Public School ","Ramsgate","South"
"9994",10029,"239 The Grand Parade Ramsgate NSW 2217",3,1,NA,2620000,1357,2014,13.02,-33.982437,151.13873,0.42," Belle Property Ramsgate Beach/Menai","Ramsgate Public School ","Ramsgate","South"
"9995",10030,"2/20 Tonbridge Street Ramsgate NSW 2217",4,3,2,1120000,256,2013,13.65,-33.98025,151.138211,0.28," McGrath ","Ramsgate Public School ","Ramsgate","South"
"9996",10031,"181 Ramsgate Road Ramsgate NSW 2217",3,2,3,970000,595,2013,13.74,-33.98025,151.13821,0.37," Raine & Horne ","Ramsgate Public School ","Ramsgate","South"
"9997",10032,"1c Walmer Street Ramsgate NSW 2217",3,1,2,882000,556,2013,13.57,-33.9843342,151.1362016,0.29," McGrath ","Ramsgate Public School ","Ramsgate","South"
"9998",10033,"14 Tonbridge Street Ramsgate NSW 2217",4,3,2,1570000,499,2013,13.71,-33.982802,151.141101,0.33," Raine & Horne ","Ramsgate Public School ","Ramsgate","South"
"9999",10034,"23A Margate Street Ramsgate NSW 2217",4,1,2,801000,555,2013,13.49,-33.984681,151.142292,0.49," McGrath ","Ramsgate Public School ","Ramsgate","South"
"10000",10035,"108 Ramsgate Road Ramsgate NSW 2217",4,1,NA,660000,740,2013,13.79,-33.982438,151.13873,0.49," McGrath ","Ramsgate Public School ","Ramsgate","South"
"10001",10036,"68 Margate Street Ramsgate NSW 2217",4,1,3,931000,455,2013,13.63,-33.981078,151.138951,0.35," McGrath ","Ramsgate Public School ","Ramsgate","South"
"10002",10037,"149 Ramsgate Road Ramsgate NSW 2217",3,1,2,660000,460,2013,13.79,-33.984744,151.138458,0.45," LJ Hooker ","Ramsgate Public School ","Ramsgate","South"
"10003",10038,"12 Walmer Street Ramsgate NSW 2217",4,2,4,980000,833,NA,13.66,-33.983973,151.141675,0.31," H T Wills Ramsgate","Ramsgate Public School ","Ramsgate","South"
"10004",10039,"4 Walmer Street Ramsgate NSW 2217",4,2,2,1060000,474,2013,13.61,-33.983437,151.14156,0.28," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"10005",10040,"4 Dillon Street Ramsgate NSW 2217",3,1,1,1135000,522,NA,13.8,-33.983489,151.137232,0.65," H.T Wills ","Ramsgate Public School ","Ramsgate","South"
"10006",10041,"52 Margate Street Ramsgate NSW 2217",6,3,2,940000,592,2012,13.53,-33.982212,151.140545,0.33," Honer Dodd Realty ","Ramsgate Public School ","Ramsgate","South"
"10007",10042,"48 Margate Street Ramsgate NSW 2217",5,3,2,910000,562,2012,13.5,-33.982212,151.14055,0.35," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"10008",10043,"173 Ramsgate Road Ramsgate NSW 2217",3,1,2,665000,468,2012,13.75,-33.981813,151.140314,0.38," Honer Dodd Realty ","Ramsgate Public School ","Ramsgate","South"
"10009",10044,"106 Ramsgate Road Ramsgate NSW 2217",3,1,1,687000,513,2012,13.79,-33.9849867,151.1419621,0.5," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"10010",10045,"86 Ramsgate Road Ramsgate NSW 2217",3,2,1,651000,365,2012,13.84,-33.984985,151.14197,0.62," Montgomery Real Estate The Professionals ","Ramsgate Public School ","Ramsgate","South"
"10011",10046,"123 Ramsgate Road Ramsgate NSW 2217",3,1,2,696000,482,2012,13.79,-33.984344,151.13944,0.44," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"10012",10047,"26 Tonbridge Street Ramsgate NSW 2217",4,2,2,1400000,497,2012,13.6,-33.984149,151.137913,0.24," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"10013",10048,"143 Ramsgate Road Ramsgate NSW 2217",2,1,2,566500,453,2012,13.81,-33.9847036,151.1399683,0.48," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"10014",10049,"104 Ramsgate Road Ramsgate NSW 2217",4,2,3,700000,391,2012,13.8,-33.984336,151.139322,0.51," Sydney Home","Ramsgate Public School ","Ramsgate","South"
"10015",10050,"141 Ramsgate Road Ramsgate NSW 2217",2,1,1,552000,485,2012,13.81,-33.9847099,151.1398891,0.49," PRDnationwide ","Ramsgate Public School ","Ramsgate","South"
"10016",10051,"179 Ramsgate Road Ramsgate NSW 2217",3,1,1,640000,472,NA,13.76,-33.9851895,151.1422642,0.39," Richardson & Wrench ","Ramsgate Public School ","Ramsgate","South"
"10017",10052,"160 Ramsgate Road Ramsgate NSW 2217",5,4,2,1455000,679,2012,13.6,-33.985317,151.146674,0.43," Ray White ","Ramsgate Public School ","Ramsgate","South"
"10018",10053,"3 Caliban Place Rosemeadow NSW 2560",3,1,1,645000,593,2023,45.65,-34.1065486,150.7991135,0.49," Pereira Realty Group ","Rosemeadow Public School ","Rosemeadow","South"
"10019",10054,"5 Scarus Place Rosemeadow NSW 2560",5,2,1,860000,681,2023,45.9,-34.0986437,150.7894231,0.21," Ray White ","Mary Brooksbank School ","Rosemeadow","South"
"10020",10055,"2 Greco Place Rosemeadow NSW 2560",5,1,3,827500,601,2023,46.59,-34.1021547,150.7832816,0.44," Ray White ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10021",10056,"36 Octavia Avenue Rosemeadow NSW 2560",3,1,1,760000,740,2023,46.07,-34.0996497,150.7880173,0.07," Richardson & Wrench ","John Therry Catholic High School ","Rosemeadow","South"
"10022",10057,"82 Donalbain Circuit Rosemeadow NSW 2560",3,1,2,730000,595,2023,46.64,-34.1021455,150.7826378,0.44," Space Real Estate ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10023",10058,"31 Soliano St Rosemeadow NSW 2560",5,3,2,1205000,662,2023,46.66,-34.1068927,150.7861747,0.77," Macarthur United Realty ","John Therry Catholic High School ","Rosemeadow","South"
"10024",10059,"4 Balthasar Close Rosemeadow NSW 2560",4,3,2,895000,560,2023,45.7,-34.1016635,150.7944122,0.31," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10025",10060,"21 Juliet Close Rosemeadow NSW 2560",4,1,1,755000,835,NA,45.86,-34.1028105,150.793299,0.21," Fornasier Real Estate","Rosemeadow Public School ","Rosemeadow","South"
"10026",10061,"30 Glendower Street Rosemeadow NSW 2560",4,2,3,1000000,1108,2023,46.36,-34.1076898,150.7907481,0.5," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10027",10062,"89 Hamlet Crescent Rosemeadow NSW 2560",4,1,3,800000,753,2023,46.13,-34.1084686,150.7979824,0.48," LJ Hooker ","Rosemeadow Public School ","Rosemeadow","South"
"10028",10063,"5 Stephano Place Rosemeadow NSW 2560",3,1,1,742000,393,2023,46.61,-34.108765,150.7945775,0.25," Elders ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10029",10064,"2/36 Francisco Crescent Rosemeadow NSW 2560",3,1,1,675000,357,2023,46.19,-34.1112572,150.7867496,1," Dougmal Real Estate ","Rosemeadow Public School ","Rosemeadow","South"
"10030",10065,"7 Falstaff Place Rosemeadow NSW 2560",3,1,1,690000,604,2023,46.34,-34.1131248,150.7974171,0.52," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10031",10066,"21 Fitzgibbon Lane Rosemeadow NSW 2560",4,1,2,720000,561,2022,45.36,-34.1084767,150.791608,0.17," Ray White ","Ambarvale Public School ","Rosemeadow","South"
"10032",10067,"21 Gadshill Place Rosemeadow NSW 2560",3,1,1,715000,350,2022,46.66,-34.1018959,150.7990627,0.28," Ray White ","Our Lady Help of Christians Catholic Primary School ","Rosemeadow","South"
"10033",10068,"6 Bardolph Avenue Rosemeadow NSW 2560",3,1,2,785250,728,2022,46.35,-34.0995658,150.7804378,0.61," Ray White ","Rosemeadow Public School ","Rosemeadow","South"
"10034",10069,"17 Hamlet Crescent Rosemeadow NSW 2560",4,1,2,700000,622,2022,45.48,-34.1096586,150.7924873,0.35," Ray White ","Ambarvale Public School ","Rosemeadow","South"
